original_title,cast,director,runtime,genres,production_companies,release_year,budget,revenue
Romeo Must Die,Jet Li|Aaliyah|Isaiah Washington|Russell Wong|DMX,Andrzej Bartkowiak,115,Action|Crime|Thriller,Silver Pictures|Warner Bros.,2000,3165730286,1152791313
Monster House,Ryan Newman|Steve Buscemi|Mitchel Musso|Sam Lerner|Spencer Locke,Gil Kenan,91,Animation|Comedy|Family|Fantasy,Columbia Pictures|Amblin Entertainment|Sony Pictures Animation|Sony Pictures Entertainment|ImageMovers,2006,8112518687,1516229808
Four Rooms,Tim Roth|Antonio Banderas|Jennifer Beals|Madonna|Marisa Tomei,Allison Anders|Alexandre Rockwell|Robert Rodriguez|Quentin Tarantino,98,Comedy,Miramax Films|A Band Apart,1995,5723867468,6153157529
Leap Year,Amy Adams|Matthew Goode|Adam Scott|John Lithgow|Flaminia Cinque,Anand Tucker,100,Romance|Comedy,Universal Pictures|Spyglass Entertainment|Octagon Films|BenderSpink|Birnbaum/Barber,2010,19000000,29922472
Four Weddings and a Funeral,Hugh Grant|Andie MacDowell|James Fleet|Simon Callow|John Hannah,Mike Newell,117,Comedy|Drama|Romance,Channel Four Films|PolyGram Filmed Entertainment|Working Title Films,1994,882666937,3746933387
Couples Retreat,Vince Vaughn|Malin Ã…kerman|Jason Bateman|Kristen Bell|Jon Favreau,Peter Billingsley,113,Comedy|Romance,Universal Pictures|Wild West Picture Show Productions|Stuber Productions|Relativity Media,2009,7114803039,174663170
Waterworld,Kevin Costner|Chaim Girafi|Rick Aviles|R. D. Call|Zitto Kazann,Kevin Reynolds,135,Adventure|Action,Universal Pictures|Gordon Company|Davis Entertainment|Licht/Mueller Film Corporation,1995,2504192017,3780875185
Anaconda,Jennifer Lopez|Ice Cube|Jon Voight|Eric Stoltz|Owen Wilson,Luis Llosa,89,Adventure|Horror|Thriller,Columbia Pictures Corporation|Middle Fork Productions|Iguana Producciones|Skylight Cinema Foto Art|St. Tropez Films,1997,6113071445,185953883
Point Break,Patrick Swayze|Keanu Reeves|Gary Busey|Lori Petty|John C. McGinley,Kathryn Bigelow,120,Action|Thriller|Crime,Largo Entertainment|JVC Entertainment Networks,1991,3842622821,133742420
Along Came Polly,Ben Stiller|Jennifer Aniston|Philip Seymour Hoffman|Debra Messing|Alec Baldwin,John Hamburg,90,Comedy|Romance,Universal Pictures|Jersey Films|Loofah Productions,2004,4848670679,1985223399
U-571,Matthew McConaughey|Bill Paxton|Harvey Keitel|Jon Bon Jovi|David Keith,Jonathan Mostow,116,Action|Drama|Thriller|War,Universal Pictures|Canal Plus|Dino De Laurentiis Company,2000,7851011109,1616629746
Like Crazy,Anton Yelchin|Felicity Jones|Jennifer Lawrence|Charlie Bewley|Alex Kingston,Drake Doremus,90,Drama|Romance,Paramount Vantage|Andrea Sperling Productions|Indian Paintbrush|Super Crispy Entertainment|Ascension Productions,2011,2423495106,3433950064
Bedtime Stories,Adam Sandler|Keri Russell|Guy Pearce|Courteney Cox|Lucy Lawless,Adam Shankman,99,Fantasy|Comedy|Family|Romance,Walt Disney Pictures|Happy Madison Productions|Gunn Films,2008,810229307,2155963895
How the Grinch Stole Christmas!,Boris Karloff|June Foray|Thurl Ravenscroft|Dal McKennon,Chuck Jones|Ben Washam,26,Animation|Family|Comedy,MGM Television|The Cat in the Hat Productions,1966,2116174628,0
Oculus,Katee Sackhoff|Karen Gillan|Brenton Thwaites|James Lafferty|Rory Cochrane,Mike Flanagan,104,Horror,Intrepid Pictures|Blumhouse Productions|Relativity Media|WWE Studios|MICA Entertainment,2013,4680166764,4121377879
Meet Joe Black,Brad Pitt|Anthony Hopkins|Claire Forlani|Jeffrey Tambor|Marcia Gay Harden,Martin Brest,178,Fantasy|Drama|Mystery,Universal Pictures|City Light Films,1998,1203925922,1912103241
The Gunman,Sean Penn|Jasmine Trinca|Javier Bardem|Ray Winstone|Mark Rylance,Pierre Morel,115,Action|Drama|Crime,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),2015,3679998381,9811564763
Brothers,Tobey Maguire|Jake Gyllenhaal|Natalie Portman|Sam Shepard|Mare Winningham,Jim Sheridan,104,Drama|Thriller|War,Lionsgate|Relativity Media|Sighvatsson Films|Michael De Luca Productions|Palomar Pictures (II),2009,2642641129,4402878873
High School Musical,Zac Efron|Vanessa Hudgens|Ashley Tisdale|Lucas Grabeel|Corbin Bleu,Kenny Ortega,98,Comedy|Drama|Family|Music|TV Movie,Disney Channel,2006,4543010465,0
Failure to Launch,Matthew McConaughey|Sarah Jessica Parker|Zooey Deschanel|Justin Bartha|Bradley Cooper,Tom Dey,97,Comedy,Paramount Pictures|Scott Rudin Productions|Failure to Launch Productions,2006,5408345791,9596048706
Bill & Ted's Bogus Journey,Keanu Reeves|Alex Winter|George Carlin|William Sadler|Joss Ackland,Peter Hewitt,98,Adventure|Fantasy|Comedy|Science Fiction|Family,Orion Pictures|Nelson Entertainment|Metro-Goldwyn-Mayer (MGM),1991,0,0
Wild Wild West,Will Smith|Kevin Kline|Kenneth Branagh|Salma Hayek|M. Emmet Walsh,Barry Sonnenfeld,106,Action|Adventure|Comedy|Drama|Science Fiction,Todman Simon LeMasters Productions|Warner Bros.|Peters Entertainment|Sonnenfeld Josephson Worldwide Entertainment,1999,2225389839,2907467649
Death Becomes Her,Meryl Streep|Bruce Willis|Goldie Hawn|Isabella Rossellini|Ian Ogilvy,Robert Zemeckis,104,Fantasy|Comedy,Universal Pictures,1992,0,0
71,Jack O'Connell|Paul Anderson|Sean Harris|Sam Reid|Sam Hazeldine,Yann Demange,99,Thriller|Action|Drama|War,Screen Yorkshire|British Film Institute (BFI)|Creative Scotland|Film4|Warp Films,2014,0,1497553122
Fracture,Anthony Hopkins|Ryan Gosling|David Strathairn|Embeth Davidtz|Billy Burke,Gregory Hoblit,113,Thriller,New Line Cinema|Castle Rock Entertainment|Weinstock Productions|M7 Filmproduktion,2007,0,4101507472
The Road,Viggo Mortensen|Kodi Smit-McPhee|Charlize Theron|Robert Duvall|Guy Pearce,John Hillcoat,111,Adventure|Drama,2929 Productions|Dimension Films|Nick Wechsler Productions|Chockstone Pictures,2009,3252481389,28088536
Honey I Shrunk the Kids,Rick Moranis|Marcia Strassman|Matt Frewer|Kristine Sutherland|Amy O'Neill,Joe Johnston,93,Adventure|Comedy|Family|Science Fiction,Buena Vista,1989,5628751805,3917684641
Apocalypto,Rudy Youngblood|Dalia HernÃ¡ndez|Jonathan Brewer|Morris Birdyellowhead|Raoul Max Trujillo,Mel Gibson,139,Thriller|Action|Adventure|Drama,Icon Productions|Icon Entertainment International|Touchstone Pictures,2006,4326676633,1299899048
Collateral Damage,Arnold Schwarzenegger|Francesca Neri|Elias Koteas|Cliff Curtis|John Turturro,Andrew Davis,108,Action|Thriller|Drama,David Foster Productions|Bel Air Entertainment|Warner Bros.|Hacienda Productions,2002,1030422185,9501999746
Larry Crowne,Tom Hanks|Julia Roberts|Bryan Cranston|Cedric the Entertainer|Pam Grier,Tom Hanks,98,Comedy|Romance|Drama,Universal Pictures|Playtone Productions|Vendome Pictures,2011,2908194128,3505379674
The Lone Ranger,Johnny Depp|Armie Hammer|William Fichtner|Helena Bonham Carter|James Badge Dale,Gore Verbinski,149,Action|Adventure|Western,Walt Disney Pictures|Jerry Bruckheimer Films|Infinitum Nihil|Silver Bullet Productions (II)|Blind Wink Productions,2013,2386885049,8357833382
Sabotage,Arnold Schwarzenegger|Sam Worthington|Mireille Enos|Joe Manganiello|Harold Perrineau,David Ayer,110,Action|Drama|Thriller|Crime,Open Road Films|QED International|Albert S. Ruddy Productions|Crave Films|Roth Films,2014,3223818678,1612693924
Paul,Seth Rogen|Simon Pegg|Nick Frost|Jason Bateman|Kristen Wiig,Greg Mottola,104,Adventure|Comedy|Science Fiction,Universal Pictures|Big Talk Productions|Relativity Media|Working Title Films,2011,387759217,9456676632
Jimmy Neutron: Boy Genius,Debi Derryberry|Megan Cavanagh|Mark DeCarlo|Jeffrey Garcia|Patrick Stewart,John A. Davis,83,Adventure|Fantasy|Animation|Action|Comedy,Nickelodeon Movies|Universal Cartoon Studios|Paramount Animation,2001,3078720292,9967200792
Chasing Amy,Ben Affleck|Joey Lauren Adams|Jason Lee|Dwight Ewell|Kevin Smith,Kevin Smith,113,Comedy|Drama|Romance,Miramax Films|View Askew Productions,1997,3396150803,1633042102
Gangster Squad,Sean Penn|Ryan Gosling|Emma Stone|Josh Brolin|Nick Nolte,Ruben Fleischer,113,Crime|Drama|Action|Thriller,Village Roadshow Pictures|Lin Pictures|Warner Bros.|Langley Park Production,2013,5616200116,9847155395
The Curse of the Were-Rabbit,Peter Sallis|Helena Bonham Carter|Ralph Fiennes|Nicholas Smith|Liz Smith,Steve Box|Nick Park,85,Adventure|Animation|Comedy|Family,Aardman Animations|DreamWorks Animation,2005,3349689869,2148857672
Catch .44,Bruce Willis|Malin Ã…kerman|Nikki Reed|Deborah Ann Woll|Forest Whitaker,Aaron Harvey,93,Drama|Action|Thriller,Benaroya Pictures|Emmett/Furla Films|Waterfall Media|Sakonnet Capital Partners|Annapurna Productions,2011,6785786298,0
The Ant Bully,Julia Roberts|Meryl Streep|Nicolas Cage|Paul Giamatti|Bruce Campbell,John A. Davis,88,Fantasy|Adventure|Animation|Comedy|Family,Warner Bros. Pictures|DNA Films|Legendary Pictures|Playtone Production|Warner Bros. Animation,2006,5408345791,5968772536
Billy Elliot,Jamie Bell|Julie Walters|Jean Heywood|Jamie Draven|Gary Lewis,Stephen Daldry,110,Drama|Comedy|Music,BBC Films|Tiger Aspect Productions|StudioCanal|Arts Council of England|Working Title Films,2000,6331460572,1392921326
A Million Ways to Die in the West,Seth MacFarlane|Charlize Theron|Liam Neeson|Amanda Seyfried|Neil Patrick Harris,Seth MacFarlane,116,Comedy|Western,Media Rights Capital|Fuzzy Door Productions|Bluegrass Films|RGB Media,2014,0,0
88 Minutes,Al Pacino|Alicia Witt|Leelee Sobieski|Amy Brenneman|William Forsythe,Jon Avnet,108,Crime|Mystery|Thriller,TriStar Pictures|Nu Image Entertainment|Brightlight Pictures,2007,3155005748,1780567878
Rumor Has It...,Jennifer Aniston|Kevin Costner|Shirley MacLaine|Mark Ruffalo|Richard Jenkins,Rob Reiner,97,Comedy,Village Roadshow Pictures|Section Eight|Spring Creek Productions|Warner Bros.,2005,7815943028,9929995055
Punisher: War Zone,Ray Stevenson|Dominic West|Julie Benz|Colin Salmon|Doug Hutchison,Lexi Alexander,102,Action|Crime,Lionsgate|MHF Zweite Academy Film|Marvel Knights|Valhalla Motion Pictures|SGF Entertainment,2008,2076212599,1021838212
Dawn of the Dead,David Emge|Ken Foree|Scott H. Reiniger|Gaylen Ross|David Crawford,George A. Romero,127,Horror,Laurel Group|Dawn Associates,1978,2172755452,1838485382
A Goofy Movie,Bill Farmer|Jason Marsden|Rob Paulsen|Jim Cummings|Kellie Martin,Kevin Lima|Paul Brizzi,78,Romance|Animation|Family|Comedy|Adventure,Walt Disney Pictures,1995,0,5058267111
Superman,Marlon Brando|Gene Hackman|Christopher Reeve|Ned Beatty|Jackie Cooper,Richard Donner,143,Adventure|Fantasy|Action|Science Fiction,Warner Bros.|Dovemead Films|Film Export A.G.,1978,1838485382,1003538977
How to Lose a Guy in 10 Days,Kate Hudson|Matthew McConaughey|Kathryn Hahn|Annie Parisse|Adam Goldberg,Donald Petrie,116,Comedy|Romance,Paramount Pictures,2003,5926763224,2102477067
Gone In Sixty Seconds,Nicolas Cage|Angelina Jolie|Giovanni Ribisi|Delroy Lindo|Will Patton,Dominic Sena,118,Action|Crime|Thriller,Jerry Bruckheimer Films|Touchstone Pictures,2000,1139662903,3003674007
Jay and Silent Bob Strike Back,Kevin Smith|Jason Mewes|Ben Affleck|Jeff Anderson|Brian O'Halloran,Kevin Smith,104,Comedy,Dimension Films|View Askew Productions|Miramax,2001,2709273857,4160971876
Closer,Natalie Portman|Jude Law|Julia Roberts|Clive Owen|Colin Stinton,Mike Nichols,104,Drama|Romance,Columbia Pictures,2004,3117002579,1333442471
The Inbetweeners Movie,Simon Bird|James Buckley|Blake Harrison|Lydia Rose Bewley|Laura Haddock,Ben Palmer,97,Comedy,Channel 4 Television Corporation,2011,0,853320198
The Hills Have Eyes,Aaron Stanford|Kathleen Quinlan|Vinessa Shaw|Emilie de Ravin|Dan Byrd,Alexandre Aja,107,Horror|Thriller,Dune Entertainment|Major Studio Partners|Craven-Maddalena Films,2006,1622503737,7530982304
Erin Brockovich,Julia Roberts|Albert Finney|Aaron Eckhart|Marg Helgenberger|Cherry Jones,Steven Soderbergh,131,Drama,Jersey Films,2000,6584718995,3245143086
Meet the Parents,Ben Stiller|Robert De Niro|Teri Polo|Blythe Danner|Owen Wilson,Jay Roach,108,Comedy|Romance,DreamWorks SKG|Universal Pictures|Tribeca Productions|Nancy Tenenbaum Films,2000,6964606629,4184386884
Garfield 2,Bill Murray|Jennifer Love Hewitt|Billy Connolly|Ian Abercrombie|Breckin Meyer,Tim Hill,78,Animation|Comedy|Family,Twentieth Century Fox Film Corporation|Dune Entertainment|Davis Entertainment,2006,0,1532749686
Last Action Hero,Arnold Schwarzenegger|F. Murray Abraham|Art Carney|Charles Dance|Frank McRae,John McTiernan,130,Adventure|Fantasy|Action|Comedy|Family,Columbia Pictures Corporation|Oak Productions,1993,1283049467,2072479449
Green Zone,Matt Damon|Greg Kinnear|Brendan Gleeson|Amy Ryan|Jason Isaacs,Paul Greengrass,115,Action|Adventure|Drama|Thriller,Universal Pictures|StudioCanal|Dentsu|Relativity Media|Working Title Films,2010,100000000,94882889
Lethal Weapon 4,Mel Gibson|Danny Glover|Joe Pesci|Rene Russo|Jet Li,Richard Donner,127,Action|Adventure|Comedy|Crime|Drama,Silver Pictures|Donner/Shuler-Donner Productions|Warner Bros.,1998,1872773657,3818379521
Colombiana,Zoe Saldana|Cliff Curtis|Callum Blue|Michael Vartan|Lennie James,Olivier Megaton,108,Action|Thriller|Crime|Drama,TF1 Films Production|Canal+|CinÃ©CinÃ©ma|Grive Productions|EuropaCorp,2011,387759217,5910017953
Phone Booth,Colin Farrell|Kiefer Sutherland|Forest Whitaker|Radha Mitchell|Katie Holmes,Joel Schumacher,81,Thriller|Drama,Fox 2000 Pictures,2002,1575939812,1186041853
Star Trek: Nemesis,Patrick Stewart|Jonathan Frakes|LeVar Burton|Brent Spiner|Gates McFadden,Stuart Baird,117,Science Fiction|Action|Adventure|Thriller,Paramount Pictures,2002,7273568362,8160074026
Madagascar 3: Europe's Most Wanted,Ben Stiller|Sacha Baron Cohen|David Schwimmer|Frances McDormand|Chris Rock,Eric Darnell|Tom McGrath|Conrad Vernon,93,Animation|Family,DreamWorks Animation,2012,1377129208,7093842086
Shanghai Knights,Jackie Chan|Owen Wilson|Fann Wong|Aaron Taylor-Johnson|Aidan Gillen,David Dobkin,115,Action|Adventure|Comedy|Western,Spyglass Entertainment|Touchstone Pictures|Birnbaum / Barber Productions|Jackie Chan Films Limited|All Knight Productions,2003,5926763224,1046944789
Gulliver's Travels,Emily Blunt|Jason Segel|Jack Black|Amanda Peet|Chris O'Dowd,Rob Letterman,85,Comedy,Twentieth Century Fox Film Corporation|Dune Entertainment|Davis Entertainment|Dune Entertainment III,2010,112000000,237382724
Lie with Me,Lauren Lee Smith|Eric Balfour|Polly Shannon|Mayko Nguyen|Michael Facciolo,ClÃ©ment Virgo,93,Drama,Conquering Lion Pictures|Optix Digital Pictures,2005,2456439237,0
The Back-Up Plan,Jennifer Lopez|Alex O'Loughlin|Danneel Ackles|Eric Christian Olsen|Anthony Anderson,Alan Poul,106,Comedy|Romance,Escape Artists|CBS Films,2010,35000000,77477008
Identity Thief,Jason Bateman|Melissa McCarthy|Jon Favreau|Amanda Peet|T.I.,Seth Gordon,111,Comedy|Crime,Stuber Productions|Aggregate Films|DumbDumb,2013,3276116735,1628370516
The Jacket,Adrien Brody|Keira Knightley|Kris Kristofferson|Jennifer Jason Leigh|Kelly Lynch,John Maybury,103,Drama|Mystery|Thriller|Fantasy,Section Eight|Mandalay Pictures|VIP 3 Medienfonds|2929 Productions|Rising Star,2005,323803354,2358876728
A Few Good Men,Tom Cruise|Jack Nicholson|Demi Moore|Kevin Bacon|Kiefer Sutherland,Rob Reiner,138,Drama|Thriller,Castle Rock Entertainment|Columbia Pictures Corporation,1992,6216097018,3780011363
Halloween,Donald Pleasence|Jamie Lee Curtis|P.J. Soles|Nancy Kyes|Nick Castle,John Carpenter,91,Horror|Thriller,Compass International Pictures|Falcon International Productions,1978,1002810208,2339890486
Child's Play 2,Alex Vincent|Jenny Agutter|Gerrit Graham|Christine Elise|Brad Dourif,John Lafia,84,Drama|Horror,Universal Pictures,1990,2169568102,5968582818
The Forger,John Travolta|Christopher Plummer|Tye Sheridan|Abigail Spencer|Marcus Thomas,Philip Martin,95,Thriller|Crime|Drama,Code Entertainment|Solution Entertainment Group|Freedom Media|Siren Digital - Hollywood,2014,0,0
The Brave One,Jodie Foster|Terrence Howard|Nicky Katt|Naveen Andrews|Mary Steenburgen,Neil Jordan,122,Crime|Drama|Thriller,Village Roadshow Pictures|Silver Pictures|Warner Bros.,2007,7361680078,7337136132
Frank,Michael Fassbender|Maggie Gyllenhaal|Domhnall Gleeson|Scoot McNairy|Hayley Derryberry,Lenny Abrahamson,95,Comedy|Drama|Mystery,Element Pictures|Film4|Runaway Fridge Productions,2014,0,5942750507
Serendipity,John Cusack|Kate Beckinsale|Jeremy Piven|Bridget Moynahan|Eugene Levy,Peter Chelsom,90,Comedy|Romance,Miramax Films|Tapestry Films|Simon Fields Productions,2001,3448166727,9546040723
Battle: Los Angeles,Aaron Eckhart|RamÃ³n RodrÃ­guez|Will Rothhaar|Cory Hardrict|Jim Parrack,Jonathan Liebesman,116,Action|Science Fiction,Columbia Pictures|Original Film|Relativity Media,2011,6785786298,196270877
Just My Luck,Lindsay Lohan|Samaire Armstrong|Chris Pine|Missi Pyle|Makenzie Vega,Donald Petrie,103,Comedy|Drama|Family|Fantasy|Romance,Regency Enterprises|Cheyenne Enterprises|New Regency Pictures,2006,3028673643,4127639232
Monsters vs Aliens,Seth Rogen|Reese Witherspoon|Hugh Laurie|Paul Rudd|Kiefer Sutherland,Rob Letterman|Conrad Vernon,94,Animation|Family|Adventure|Science Fiction,DreamWorks Animation,2009,177870076,3877667975
Poltergeist,JoBeth Williams|Craig T. Nelson|Beatrice Straight|Heather O'Rourke|Dominique Dunne,Tobe Hooper,114,Horror,SLM Production Group|Metro-Goldwyn-Mayer (MGM),1982,2417817371,2761283016
The Last Stand,Arnold Schwarzenegger|Forest Whitaker|Rodrigo Santoro|Johnny Knoxville|Jaimie Alexander,Kim Jee-woon,107,Action|Crime|Thriller,Di Bonaventura Pictures,2013,2808100058,0
Camp X-Ray,Kristen Stewart|Peyman Moaadi|Lane Garrison|Joseph Julian Soria|John Carroll Lynch,Peter Sattler,111,Drama,Gotham Group|Upload Films|GNK Productions|Rough House Pictures|Young Gang,2014,9210910508,0
Equilibrium,Christian Bale|Taye Diggs|Emily Watson|Angus Macfadyen|Sean Bean,Kurt Wimmer,107,Action|Science Fiction|Thriller,Dimension Films|Blue Tulip Productions,2002,2424522787,6497290717
Unfriended,Shelley Hennig|Moses Jacob Storm|Renee Olstead|William Peltz|Jacob Wysocki,Levan Gabriadze,82,Horror|Thriller,Bazelevs Production|Blumhouse Productions,2015,9199995952,5785149735
Star Trek V: The Final Frontier,William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|George Takei,William Shatner,107,Science Fiction|Action|Adventure|Thriller,Paramount Pictures,1989,5276954817,1234807427
A Perfect World,Kevin Costner|Clint Eastwood|Laura Dern|T.J. Lowther|Bradley Whitford,Clint Eastwood,138,Crime|Drama|Thriller,Malpaso Productions|Warner Bros.,1993,4528409885,2039761839
The 13th Warrior,Antonio Banderas|Vladimir Kulich|Dennis StorhÃ¸i|Daniel Southern|Clive Russell,John McTiernan,102,Adventure|Fantasy|Action,Touchstone Pictures,1999,2094484555,8076711937
Stoker,Mia Wasikowska|Nicole Kidman|Matthew Goode|Dermot Mulroney|Jacki Weaver,Chan-wook Park,99,Drama|Horror|Thriller,Fox Searchlight Pictures|Scott Free Productions|Indian Paintbrush,2013,1123240023,1130488759
The Princess Bride,Cary Elwes|Robin Wright|Mandy Patinkin|AndrÃ© the Giant|Chris Sarandon,Rob Reiner,98,Adventure|Family|Fantasy|Comedy|Romance,Act III Communications|The Princess Bride Ltd.|Buttercup Films Ltd.,1987,3070528701,5921862721
Rambo III,Sylvester Stallone|Richard Crenna|Kurtwood Smith|Spiros FocÃ¡s|Sasson Gabai,Peter MacDonald,102,Action|Adventure|Thriller|War,TriStar Pictures|Carolco Pictures,1988,1161651345,3485241883
The Good Girl,Jennifer Aniston|Jake Gyllenhaal|Zooey Deschanel|John C. Reilly|Deborah Rush,Miguel Arteta,93,Drama|Comedy|Romance,Fox Searchlight Pictures|Hungry Eye Lowland Pictures B.V.|Flan de Coco Films,2002,9698091149,2043402837
Paperman,John Kahrs|Kari Wahlgren|Jeff Turley|Jack Goldenberg,John Kahrs,7,Animation|Family|Romance,Disney,2012,0,0
The Dead Pool,Clint Eastwood|Patricia Clarkson|Liam Neeson|Evan C. Kim|Jim Carrey,Buddy Van Horn,91,Action|Crime|Thriller,Malpaso Productions|Warner Bros.,1988,3687782046,0
The Good Shepherd,Matt Damon|Angelina Jolie|Alec Baldwin|Tammy Blanchard|Billy Crudup,Robert De Niro,167,Drama|Thriller|History,Universal Pictures|American Zoetrope|Morgan Creek Productions,2006,9194187845,6480124708
